Case #1: Impossible
16 17 87181
32 2 360618
18 25 320471
27 5 333418
5 30 235266
19 22 78548
27 23 177416
2 13 149844
24 19 114987
19 18 270948
29 12 185072
8 17 7313
7 30 156056
14 10 235782
18 12 328035
1 11 273185
7 28 145348
2 12 180988
9 1 299922
9 14 328389
30 18 81390
19 13 57254
9 32 281761
32 15 21809
27 10 237861
4 31 115740
28 29 118280
29 25 183913
19 1 90841
5 10 275453
10 18 334685
24 27 234860
15 8 285275
5 25 290208
4 2 67717
25 32 195184
28 25 140605
1 18 259012
7 27 200118
29 1 66243
10 6 243025
3 27 406881
Case #192: 58
23 18 513303
28 32 553064
29 26 68729
29 14 367851
33 37 822413
8 27 474759
26 5 568877
23 10 542598
22 38 662336
33 21 451152
30 18 504860
2 16 318034
24 33 531960
4 17 105045
35 33 334673
38 4 286644
28 4 153859
25 13 837181
6 38 252106
3 11 893263
12 7 180893
3 5 687927
12 34 544566
11 31 608714
9 37 780651
30 38 491984
26 27 476947
26 25 505558
10 27 438222
1 11 272101
20 19 522373
23 9 213470
22 37 512323
36 27 603089
26 17 260609
34 10 752806
23 35 606270
11 15 577845
2 21 138933
12 29 336684
33 12 492522
17 2 101095
34 24 594707
31 7 283349
35 21 172338
11 6 639760
26 6 375286
29 6 306557
22 2 379642
32 30 575593
36 21 424589
37 18 626482
33 9 606001
17 12 135828
29 28 378152
9 4 456499
8 5 224903
4 10 573418
Case #193: 15
14 9 487599
15 10 428429
13 4 85278
10 14 58852
3 2 138247
7 10 300689
13 14 966716
5 11 849164
9 2 516115
14 12 777679
3 14 109731
14 16 875394
16 5 668229
11 10 700851
15 14 369577
Case #194: 196
15 3 305195
1 2 325108
1 31 226461
33 4 191243
30 37 195073
24 5 53861
35 36 213136
9 32 207513
38 4 135632
22 7 210278
8 38 294917
7 33 230981
17 30 262389
9 18 65726
28 18 103149
33 32 204843
8 35 253637
14 11 224198
31 17 188213
34 19 28633
8 1 187352
5 35 123597
9 37 228571
1 26 181548
26 32 293506
6 21 306615
36 6 138052
14 36 145875
29 30 325012
28 24 154148
6 16 209093
6 19 234006
15 18 199898
16 17 195290
30 11 321845
19 33 229961
23 31 305058
2 24 168037
9 34 112791
2 17 303537
25 22 150352
5 4 86706
34 6 205373
11 3 178556
2 18 232476
33 38 311785
26 34 69637
19 4 73936
20 19 197074
36 29 109214
11 37 258839
22 21 281867
14 27 89945
6 12 215437
23 27 268561
15 34 172961
24 32 274677
18 4 72240
1 33 141578
27 15 245585
11 35 192108
37 13 175307
29 31 231413
29 37 190772
16 24 227752
32 4 235879
31 33 239347
37 35 214574
25 17 171291
8 32 299310
19 11 171692
5 33 166167
18 35 195465
31 37 222595
36 16 164613
8 24 258062
18 22 188544
17 1 38248
8 7 292075
16 7 322724
12 31 100279
6 31 235302
1 15 274684
33 22 20703
31 13 212546
29 5 99795
12 15 162897
22 1 120875
18 25 103758
26 31 159852
1 6 145623
32 34 248204
12 29 151262
5 18 71868
20 29 178021
14 35 67261
14 30 291870
34 5 41403
20 13 209255
13 14 191921
7 3 206961
5 31 131618
11 2 282850
31 32 338419
25 10 218585
13 8 225373
15 21 349452
32 38 206989
38 36 239132
24 29 45934
35 4 199968
7 14 185903
28 27 259051
4 31 135518
25 28 132177
17 7 127651
22 17 82627
8 5 229391
5 36 170078
25 27 178171
9 7 261454
20 23 251666
18 17 145063
27 5 146281
16 4 199453
9 11 30268
26 19 98270
21 34 230634
29 34 141198
31 16 264493
29 10 286490
13 6 138026
8 21 424840
17 21 199240
34 38 110457
4 37 177683
37 8 320368
20 36 163209
4 7 235662
1 25 184690
13 32 165575
34 23 214843
25 7 180846
1 13 53617
28 6 156289
21 37 363014
23 36 182859
12 30 188850
35 28 169059
16 3 209775
21 18 269856
22 38 291082
27 26 118047
32 22 225546
23 25 141550
3 1 304379
23 21 382562
23 18 245308
38 30 289243
3 17 290296
28 7 235320
15 30 25953
15 35 331409
25 30 268574
13 29 155260
2 34 205539
10 13 267623
22 13 113278
21 25 303927
10 38 255749
2 37 312875
14 16 255417
25 5 31890
35 29 174580
16 37 290058
10 32 369331
13 19 150964
3 30 279242
22 3 323882
22 15 166125
12 36 138739
19 22 209258
24 33 112306
5 2 221898
26 9 165828
34 12 10064
35 26 95363
4 6 187198
17 8 225600
2 28 191145
12 22 190689
27 8 234567
36 9 103126
27 24 179576
10 7 159955
24 18 125729
Case #195: 5
9 1 439048
6 1 942989
5 10 899068
13 8 442621
9 10 230172
Case #196: 11
7 5 169325
5 2 135491
6 5 118876
2 7 195110
1 7 451543
2 3 203567
4 2 80638
5 4 54853
3 6 168278
1 6 178656
5 3 68076
Case #197: 31
2 13 474427
13 6 375723
1 23 7068
23 21 870924
9 18 529197
23 6 551854
3 7 885767
8 17 873543
20 5 700845
22 10 841843
8 13 638727
5 10 785328
10 18 902359
3 24 868500
11 12 922546
6 7 767693
20 6 670458
16 1 698205
21 5 900095
11 3 626368
23 7 215839
1 15 856858
13 20 474287
16 12 729452
2 3 776665
6 14 285947
22 11 821049
22 12 574038
10 25 944269
17 12 683911
12 23 525765
Case #198: Impossible
Case #199: 464
34 17 46243
31 17 151751
18 15 96878
23 44 156185
18 21 45427
32 6 61972
3 35 125339
9 42 94894
16 6 125130
16 12 57999
15 37 145794
40 9 136859
19 37 170148
5 14 118495
5 38 99718
32 12 78097
15 14 134944
8 15 210142
45 43 119441
24 33 27734
43 2 177531
10 15 84127
12 34 31918
43 21 132140
38 30 141649
19 15 152414
40 17 73821
43 18 107429
42 37 195317
41 4 100648
27 30 22190
18 28 113300
27 13 81181
38 6 166510
11 43 129232
4 34 135840
22 26 34927
39 10 58354
20 27 129248
29 35 12226
38 9 27338
31 4 138759
14 2 18421
2 22 89918
25 44 207762
3 16 140742
5 20 123733
14 12 14155
19 3 152106
38 40 164197
8 7 41158
20 25 129459
5 7 25013
35 26 109110
28 10 118593
19 7 91486
34 41 119390
41 15 164678
25 19 200983
22 40 105438
43 19 102999
36 21 166354
18 45 125883
24 1 142540
38 23 125062
38 16 162700
42 21 178610
12 37 127664
24 10 115320
32 1 98968
2 33 149947
43 15 178805
37 34 131272
8 19 132644
19 2 151140
17 20 55448
14 20 55278
37 30 106462
24 27 114882
42 10 145934
4 19 88384
9 7 47367
2 35 85186
45 20 166785
6 39 51511
24 34 130252
2 30 114581
38 27 149043
34 38 115346
7 18 85656
42 27 122129
10 4 20097
27 41 51843
12 33 145681
29 34 96754
8 25 146846
18 37 101597
22 15 176209
43 30 140349
2 32 73831
44 40 245576
35 10 104936
14 36 109528
19 23 116979
17 11 99594
38 8 66532
32 43 103700
27 10 130502
37 23 137538
39 31 92331
12 5 104340
17 27 110982
29 17 98608
23 34 70345
42 39 204288
18 44 120244
34 20 73041
7 45 125446
30 21 142880
19 6 139281
2 4 102950
15 12 149099
8 42 73044
24 42 87807
43 40 155320
31 43 52624
44 4 87396
37 9 161467
45 2 129928
15 24 159253
15 42 230061
45 34 129270
44 2 190346
27 45 144029
5 9 72380
26 20 70118
20 36 127964
7 37 163431
3 15 231842
33 1 170274
26 28 65606
22 10 92082
8 34 73926
28 44 226086
6 15 155121
25 38 122394
18 41 67800
12 26 50725
22 37 159659
33 30 164806
38 20 124094
27 12 96657
30 20 132679
19 44 175780
12 11 85269
19 20 187997
36 18 120927
36 4 149315
37 40 125975
28 34 75449
41 8 45464
2 5 108606
22 21 124758
26 6 112534
22 34 96297
35 31 165335
5 22 31338
26 27 103204
42 19 139013
35 13 162940
22 3 66945
38 41 111996
38 12 104701
13 38 178604
1 6 36996
15 45 158763
35 18 92185
23 25 126763
25 5 84484
16 9 135362
1 16 90849
40 7 111763
7 16 137326
16 13 145796
41 36 53127
34 40 91414
13 8 112072
5 23 142767
30 9 114311
44 38 247726
11 31 181856
41 14 122900
10 9 145774
32 11 90428
45 4 141896
39 36 147252
23 21 88826
37 31 220523
9 19 138853
21 4 78275
19 32 77309
14 37 113509
9 6 139172
44 41 188044
32 40 129061
7 4 118504
27 18 119643
19 18 81038
23 10 48692
20 44 227203
41 26 58020
33 5 93027
2 11 89535
13 10 91660
27 23 117576
30 3 119691
44 7 205900
26 19 120088
24 4 95223
30 22 90467
3 41 90038
15 7 182534
16 45 67663
26 21 159685
18 8 113264
39 1 88507
16 28 101530
24 11 163978
39 16 112490
35 14 66765
5 10 123420
33 11 168992
43 23 143370
13 40 115774
20 9 96756
39 28 176947
5 34 114985
5 4 122420
9 31 189228
20 37 168787
34 42 131671
27 33 142616
2 17 18591
16 17 72324
45 37 191505
28 12 43531
40 4 158180
10 36 129218
40 31 188390
11 18 94157
44 22 199575
29 12 84283
25 1 161731
13 42 185116
3 43 185638
18 31 131413
12 18 81826
6 11 143553
26 5 53615
26 38 53976
27 16 76366
42 4 166031
14 11 71114
39 11 139760
7 22 6325
10 19 68287
3 37 166847
13 41 66608
10 43 94678
31 23 98999
25 30 131035
21 17 141578
12 6 140069
2 26 54991
21 13 136823
37 44 169160
14 38 118856
45 24 165726
44 3 266520
32 15 93149
16 41 128209
16 32 63158
21 29 125386
17 43 196122
3 9 58656
32 31 127684
8 23 101708
18 10 12751
25 39 117828
37 5 188444
15 9 226462
29 44 166547
6 2 135803
14 33 159836
13 12 137865
15 33 131519
22 32 83060
31 26 170463
40 27 37161
35 42 128035
39 27 148536
1 9 149627
14 44 205473
3 23 121170
1 45 23186
13 39 150014
15 44 151426
19 33 139520
38 24 114985
1 37 168319
12 42 126854
33 32 96608
11 9 162632
41 40 89004
4 39 78451
42 30 144319
28 24 134488
13 14 123710
37 29 160915
29 9 108517
8 24 81438
45 14 111507
11 13 127709
21 12 127253
40 45 178622
13 26 124628
24 36 116166
33 28 160562
34 35 84528
32 41 71529
11 38 189970
4 43 114775
38 4 160330
7 38 74705
27 31 170783
36 44 236711
42 40 159290
39 15 142481
6 43 59259
32 37 97868
10 6 70994
11 44 188899
28 20 84654
14 23 52582
24 41 126902
22 24 46605
22 33 74339
32 29 83688
6 3 144552
35 5 55495
26 8 12556
45 39 111693
17 13 152190
25 43 166152
1 28 190311
3 7 60620
15 28 180646
21 3 191703
17 19 156488
25 12 88336
7 33 68014
25 33 177511
30 5 121805
28 17 29206
14 40 73651
1 14 134693
43 37 190582
37 26 134829
16 40 110959
17 6 148934
15 27 112926
45 23 161824
3 36 136506
23 7 117754
43 36 119443
33 6 158580
26 16 108724
43 8 159237
26 9 26638
37 4 81764
41 39 106025
6 20 157540
18 42 133183
14 8 77436
13 15 135593
30 6 84167
30 13 96261
13 31 210322
25 4 120366
35 30 177300
11 21 139584
6 36 95741
3 40 142239
10 25 133925
10 11 81406
41 29 142597
23 2 34161
17 8 48956
12 41 108745
13 3 156646
24 18 125936
42 36 123413
31 5 166874
26 7 28602
34 11 88877
40 19 190599
8 33 107512
33 42 115541
36 30 23474
40 5 136776
34 1 152456
32 27 123372
2 8 67547
21 14 141408
34 25 91944
39 3 196063
42 11 171225
15 17 163424
11 8 146403
16 30 98556
29 19 159768
36 32 124656
31 10 118662
11 40 83689
33 4 67489
24 26 68882
12 30 118847
26 23 89152
30 11 71286
22 13 149458
13 5 178243
30 24 137072
11 45 94933
29 1 120516
20 11 126392
36 38 150327
39 23 107046
42 14 141009
4 18 32848
13 19 159947
17 3 68418
2 16 62265
12 1 148848
33 34 156326
29 7 68282
33 23 136278
26 11 135994
31 22 135536
36 40 35877
20 4 139807
25 15 184396
33 13 139052
43 42 183826
34 13 141473
28 2 47797
34 2 36184
28 25 131867
16 18 66887
17 32 92422
20 3 102136
44 13 158959
27 43 118159
3 4 179124
15 1 181949
Case #200: 50
35 12 665431
22 37 77036
48 16 254229
30 25 675818
37 3 663740
19 42 770087
30 43 791329
42 17 923639
14 10 719379
20 38 528192
50 11 745249
49 16 943941
45 38 599940
50 25 948844
40 21 935488
36 13 613831
33 36 736496
29 30 575038
39 6 333109
33 34 977479
2 23 846255
27 49 967262
25 48 775968
22 18 374805
31 4 823559
29 43 526616
29 5 765611
31 2 914111
3 19 145551
28 35 947691
24 48 837829
46 31 462843
20 37 279779
32 24 624983
10 7 956554
6 46 420043
41 43 675489
23 26 614899
9 36 494526
42 13 636870
25 46 762105
45 28 728821
45 36 658208
33 30 451102
29 45 955207
29 27 702328
34 37 789341
9 2 751087
16 43 16108
11 17 460427
Case #201: 35
16 9 208369
9 2 14805
2 8 119978
7 15 324242
14 7 138912
4 15 415173
11 4 402912
16 6 235132
1 6 227253
12 16 171215
3 11 527334
4 10 286015
7 13 135255
11 14 331784
16 2 223165
2 6 203214
7 3 334462
6 12 241681
1 10 114999
6 7 199500
3 5 388417
7 8 217073
11 2 197714
10 6 291503
1 9 9243
11 6 392372
8 9 105182
4 2 234790
13 11 419486
10 16 125248
8 3 446986
12 2 394380
13 16 256060
6 5 253455
15 14 287746
Case #202: 8
5 10 880189
10 17 702188
3 21 123315
2 5 517478
19 13 747249
9 18 947814
5 21 648836
11 19 801332
Case #203: Impossible
Case #204: 1
3 1 5
Case #205: 50
1 11 227560
13 12 175417
15 3 248807
15 6 339306
5 9 208659
11 2 182480
3 1 337614
13 14 252050
14 9 53244
10 16 384666
2 9 197141
2 1 296434
9 16 385222
15 17 81950
15 2 207627
9 3 238321
14 8 220924
5 10 200188
9 8 167680
12 15 191134
15 5 219145
12 6 305431
15 7 306302
4 14 269831
14 15 80672
10 7 287345
9 6 328820
3 2 41180
12 1 53096
9 4 216587
4 10 208116
6 17 260155
16 12 369748
3 13 223312
6 3 93298
8 3 406001
10 8 176151
5 4 282318
3 4 311980
15 11 138753
14 16 331978
6 10 320349
12 3 390710
16 1 316652
11 13 120635
7 6 445651
17 14 124708
2 16 198795
4 12 301390
17 3 166857
Case #206: 77
13 11 359736
3 10 200131
1 5 415106
7 5 517743
9 3 17129
5 9 453909
4 2 194942
13 2 166230
9 6 147033
1 11 516519
9 12 740
10 2 333919
11 5 424533
4 12 55807
14 4 125405
10 9 195524
7 8 121410
13 3 44964
5 13 481744
14 1 267912
4 1 199491
7 4 144403
10 13 203421
14 9 68858
7 3 104985
7 14 18998
4 13 84382
14 8 102412
4 8 22993
6 1 346087
2 11 453930
9 11 351839
2 1 337449
7 2 84820
10 7 283380
2 9 138395
6 13 174868
12 1 198314
5 10 572169
10 12 194784
13 1 226889
12 14 69598
6 3 164162
14 6 191869
13 7 115691
8 9 33554
3 12 16389
2 3 155524
8 3 16425
10 6 342557
5 14 498745
8 13 61389
1 10 360204
10 4 160713
14 10 264382
11 6 482845
2 5 592304
8 11 340021
13 9 27835
7 1 286910
5 12 454649
13 14 96693
11 7 439695
1 8 176498
1 3 192923
3 11 356446
6 2 285428
12 11 351099
7 6 210867
5 6 306876
10 11 156315
12 6 147773
12 8 32814
8 2 171949
1 9 199054
7 9 87856
6 4 203580
Case #207: 30
15 2 294785
2 8 18475
4 2 716837
16 5 268425
16 13 283629
10 14 98316
13 5 15204
13 8 39621
5 10 222297
2 3 126462
1 12 565964
7 8 262869
11 9 569950
6 15 87219
7 16 477236
2 12 327475
1 13 489039
16 14 144444
16 15 124558
4 8 698362
2 7 244394
11 12 338343
2 5 42892
3 15 210609
1 3 540577
4 10 520349
3 11 485072
3 13 68366
12 10 314426
8 1 449418
Case #208: 78
28 2 231060
4 7 219456
9 28 252311
6 24 137354
15 28 233548
13 28 78921
6 22 177922
6 3 322453
16 15 30273
15 12 182075
24 5 145102
25 12 244242
22 1 191306
16 24 18290
21 3 317672
27 9 295485
12 9 200838
28 21 354138
9 21 321745
9 4 216302
12 16 188382
22 14 55479
2 25 102587
26 4 129589
25 23 107171
5 21 277675
27 26 306759
6 10 323340
12 17 81430
27 14 250732
25 16 111382
9 17 282268
11 27 178122
19 24 301140
8 12 202105
18 2 68738
2 13 152139
2 24 9495
23 5 159181
26 3 133151
7 6 279169
28 8 253578
12 19 471232
1 9 37590
27 5 399913
15 23 26062
1 25 223395
4 18 108726
1 11 154953
7 26 89867
3 22 214196
19 10 452440
8 22 72581
19 13 443784
19 21 168567
19 1 355494
26 24 80106
11 14 175618
25 8 125105
4 25 142575
8 14 27934
27 6 364007
5 12 181122
6 14 133275
19 4 350623
17 7 218891
14 20 96947
28 10 122263
1 8 197822
27 23 240732
21 2 123078
23 9 217478
12 10 70790
8 15 43996
19 5 446242
17 27 294726
2 17 261017
14 23 10000
Case #209: 64
5 6 118460
10 7 152766
5 8 264579
5 4 395810
4 9 205146
12 3 15988
11 6 240065
13 6 284116
7 3 125286
15 2 287875
12 8 322924
14 7 224049
13 5 402576
5 9 447863
4 2 58425
9 8 342230
1 6 37712
2 3 323076
10 5 255801
10 14 341636
4 10 289419
14 2 206993
13 15 274932
15 12 51189
12 10 43468
8 13 224287
2 5 337385
8 15 344338
3 8 338912
12 4 332887
1 8 183831
2 13 65191
12 2 339064
11 13 161956
5 3 283281
7 6 67507
4 14 241476
3 11 328409
4 8 231053
1 12 214517
1 11 202353
1 3 230505
12 7 109298
6 4 277350
11 9 360336
1 9 379918
13 9 198380
14 12 333347
13 1 321828
9 3 181389
2 10 295596
11 8 251568
7 8 213626
6 8 146119
14 9 352653
15 9 216590
3 14 349335
2 11 227147
6 9 342206
1 2 256637
6 14 156542
15 10 7721
15 6 227994
7 1 105219
Case #210: Impossible
Case #211: 24
6 2 550661
11 5 267610
5 6 531030
8 7 444643
12 3 792282
9 5 428631
6 7 505508
9 6 407227
7 2 303324
1 7 845523
5 3 25460
11 2 512581
4 8 482598
11 6 285271
7 3 294179
9 7 159912
10 3 385456
12 1 833037
5 8 430385
12 5 817742
2 1 873823
2 5 501228
3 8 404925
4 10 527376
Case #212: 305
3 13 148779
11 10 300220
21 14 55272
17 10 64940
23 26 97998
6 18 175225
2 16 182308
27 24 27336
1 3 133060
27 18 128363
18 3 218512
6 20 191738
11 21 208378
20 8 374024
8 26 226088
22 17 143224
27 6 86924
2 27 259486
5 19 52089
24 11 216566
4 24 144582
8 3 336544
13 9 336808
4 27 161395
24 1 70247
23 12 37833
26 2 225121
15 16 132629
8 13 224201
7 10 149469
1 19 31496
15 26 175442
7 14 74174
20 25 173703
16 22 85304
5 24 109683
2 15 49679
23 27 132363
5 1 83585
16 4 83593
15 25 132060
9 23 305133
27 19 74407
4 18 184353
23 15 185946
5 21 21526
11 25 208367
5 15 83935
5 17 131648
19 3 164556
5 26 102654
6 9 233706
22 23 122575
10 19 125038
13 11 247860
4 11 214065
17 18 141445
25 12 101215
3 12 168424
7 23 84065
25 21 36081
1 20 189478
12 21 101226
25 8 337851
24 21 131209
11 16 199454
6 24 114260
21 2 155140
14 24 126452
23 24 105027
3 4 205315
8 22 243634
15 18 188792
19 11 177815
21 17 110122
7 19 49465
4 23 145898
8 12 286253
8 9 538631
8 16 328938
16 7 27826
18 13 186993
17 15 177227
1 8 275803
16 25 27157
24 20 154965
7 3 122192
27 8 246395
20 27 147205
23 2 216599
1 6 44013
8 6 319816
2 24 232150
26 20 147936
23 21 89473
17 16 101198
26 25 139324
17 12 126884
18 26 162728
25 14 55261
15 3 235755
1 4 118484
10 4 107848
7 21 54994
8 19 307299
7 13 130662
20 3 237354
26 16 130411
10 16 121643
14 17 54850
27 7 123872
2 10 62608
25 24 132295
9 10 282838
23 8 324086
14 12 72034
11 22 178488
23 14 34201
18 14 187417
19 22 63665
10 12 191824
1 22 32169
1 9 277719
9 24 319572
5 3 198712
9 14 270932
26 1 77276
4 25 92506
17 19 79559
21 27 104970
26 24 7029
14 27 99116
11 12 273512
23 19 58910
3 23 206257
12 19 95697
7 11 227280
11 9 370649
24 15 182471
13 2 249386
3 25 177175
2 25 181739
16 13 125057
18 23 221618
3 10 271661
15 20 305763
18 7 179119
18 24 155699
3 24 117485
21 4 56425
24 19 101743
22 15 199689
12 7 46232
23 25 89462
5 11 229904
2 14 182398
4 9 174990
4 6 74471
14 22 88374
7 9 258113
23 5 110999
20 11 105214
20 21 209784
5 2 133614
18 2 139113
8 7 332485
7 4 83123
5 16 48694
22 10 188703
16 20 200860
24 10 182632
7 22 113130
19 26 108772
26 22 45107
18 19 162708
24 22 38078
2 7 192365
19 9 246223
1 16 53135
23 1 90406
7 20 228686
4 14 111697
12 18 222893
5 25 57607
14 13 140846
14 26 132199
22 18 139105
26 7 106397
13 27 58630
24 16 123382
19 15 136024
27 5 126496
4 13 161818
23 11 236725
17 13 195696
3 17 244115
18 5 149454
5 12 122752
20 13 172201
5 9 209889
25 13 152214
22 20 157947
18 9 359343
16 3 150018
26 9 312543
8 5 328742
22 4 150653
2 1 217199
4 19 86988
2 8 451209
1 12 127193
13 19 133037
24 17 175181
14 6 37226
15 6 123507
2 17 127548
15 14 160733
6 3 159140
2 20 274002
14 5 76798
7 6 36948
25 6 18035
10 1 156534
26 11 223595
27 16 96046
22 2 249368
27 12 94530
25 17 110111
21 16 27168
23 6 71427
20 19 204255
4 17 166547
2 19 185703
27 25 104959
7 5 76520
14 11 202524
13 5 126919
22 21 94228
25 19 30552
6 19 12517
6 21 18046
21 9 215660
1 17 111055
23 16 80549
21 18 170980
12 6 83180
15 7 142686
6 11 190332
15 13 199707
14 3 189265
5 20 231310
25 18 193260
10 14 119790
6 10 112521
15 4 118834
3 21 177186
2 12 197792
9 15 293824
13 12 84430
20 9 425444
27 15 209807
2 6 173186
13 1 101541
2 9 343503
25 22 94217
27 9 320630
11 2 362828
1 21 62059
10 20 211394
13 24 31294
12 24 67194
26 3 124514
4 2 168513
22 27 10742
18 10 76505
27 17 153966
8 4 363641
1 11 146319
9 17 325782
16 14 46348
20 23 235505
26 17 182210
11 8 416162
20 12 208101
1 27 42911
25 7 54983
26 12 60165
7 24 113426
4 20 266209
3 27 90149
6 26 121289
4 12 114287
13 10 199868
1 14 56205
23 10 153991
14 19 24709
18 16 184347
26 4 137553
13 6 134179
1 7 80961
1 25 62048
24 8 219059
12 9 289277
4 5 34899
22 12 105272
Case #213: Impossible
Case #214: 59
7 10 155480
9 4 163241
7 8 344490
7 1 480374
6 12 255856
2 3 364926
6 11 379084
4 14 339239
7 4 192766
8 12 193514
12 13 233125
13 4 143332
11 9 268761
11 10 469585
4 11 360214
9 10 216866
13 5 315182
1 8 589300
7 6 198404
3 5 283027
8 3 292303
14 7 309172
11 14 319752
2 6 511143
8 13 295056
9 5 318921
9 1 418988
3 12 109639
9 2 400820
14 2 187693
14 10 266293
13 11 379581
6 10 255016
7 11 330147
8 9 328197
3 6 146217
2 10 425535
4 3 127347
7 9 61386
8 10 279537
10 5 299663
1 3 383094
13 3 146714
13 2 456529
6 14 358109
6 1 529311
5 6 166212
11 2 132059
5 8 20126
10 13 106046
1 13 529808
6 8 146086
3 10 236718
5 11 347827
7 13 49434
11 12 342506
7 3 97280
1 11 345392
9 6 182111
Case #215: 166
2 48 288421
28 18 214519
12 37 147147
26 34 310024
30 10 122338
9 4 328982
47 32 260154
42 27 286632
11 39 315014
9 48 415103
28 11 390395
18 38 369966
29 28 265628
36 5 159224
34 6 350676
16 20 492182
40 46 427709
46 31 357485
25 2 239567
10 11 117940
5 41 312096
2 41 320978
41 49 305624
4 1 325224
40 35 312231
24 44 134045
40 21 479579
44 40 469791
34 27 248874
41 26 256539
2 31 247350
42 45 208782
29 35 225466
11 41 291661
39 30 143462
5 14 292373
28 12 172769
13 19 415999
18 47 377077
2 14 302874
36 13 313432
42 21 387438
6 41 332332
50 27 323735
20 48 321496
7 30 237093
44 36 254599
35 38 430942
20 9 492228
12 19 490646
15 38 184221
22 48 388328
37 25 7488
10 34 243546
38 7 335257
9 24 116647
31 50 260309
1 37 243045
3 30 117339
19 18 534740
35 8 327538
4 28 224279
11 1 238398
43 19 766712
24 45 185439
7 35 173214
11 27 216351
20 42 202584
14 11 231572
14 17 211285
13 11 174643
18 35 311156
44 14 387748
5 47 273839
42 19 442190
15 43 446615
4 45 262573
25 27 172211
14 31 240502
40 16 452637
39 40 325406
22 46 274868
6 47 379012
3 27 282655
22 26 345635
16 22 57886
39 17 171003
19 39 530245
41 7 16916
35 36 239488
41 42 309416
9 31 346439
23 13 272493
10 23 71519
27 15 208920
50 3 89890
47 34 367868
44 20 509336
18 29 235072
28 50 279267
32 6 118858
7 20 424186
33 19 440439
7 3 354432
7 34 290221
17 44 320497
35 22 365900
35 13 384873
9 33 148357
46 4 138342
39 46 496451
15 7 202141
39 31 255182
28 32 246335
10 28 299844
21 4 312528
23 28 301924
7 47 239135
21 48 372682
22 44 381011
33 21 385687
14 34 282902
26 4 285892
14 9 363707
27 45 77850
1 43 485444
24 31 272455
41 27 136633
23 50 130682
40 19 535815
20 6 379523
26 46 380503
41 17 201688
15 49 218937
24 49 273306
20 39 364951
11 7 274745
49 1 224435
15 32 79354
34 9 424859
40 4 306841
44 16 393283
33 44 203098
13 33 213487
2 21 412077
45 9 302086
12 46 413687
3 32 226306
48 33 266746
31 19 465591
35 16 423786
19 15 424423
50 19 466646
15 9 171016
31 10 58108
42 31 92815
28 33 253060
23 33 104475
18 11 245197
16 15 250483
16 46 332754
6 4 110903
30 22 258457
13 17 261887
50 8 287669
6 40 339978
Case #216: 5
3 6 504277
2 4 608302
3 1 812597
7 1 590453
5 7 493516
Case #217: 42
6 8 115918
4 6 341320
5 10 327108
12 11 265262
5 1 409974
3 12 240936
8 9 249468
9 12 323565
6 2 364420
6 11 207590
9 2 222101
2 5 415748
3 8 441583
5 6 51328
5 8 167246
11 7 109043
6 1 372801
12 5 484512
2 12 108432
3 10 453733
3 4 332800
10 7 541956
11 10 432913
3 1 140885
6 7 316633
3 11 275456
9 1 230482
1 2 8381
12 10 429661
10 6 364634
7 5 367961
2 8 341027
9 6 272861
9 11 65271
8 4 406997
2 10 321229
10 8 248716
12 4 91864
7 12 279793
10 4 457285
2 4 200296
4 11 357126
Case #218: 124
1 15 167926
8 3 115832
17 2 118506
8 15 17980
10 1 418938
18 6 138465
10 9 513992
11 5 119865
6 11 196374
11 12 197700
8 7 114197
15 9 149994
16 10 574566
11 3 185261
11 7 44768
3 12 143231
5 12 77835
3 18 106788
10 2 475968
14 4 159037
2 6 21875
1 2 84063
10 14 492874
16 5 255138
18 2 121864
13 6 409508
14 8 147814
12 9 255570
18 9 141058
12 4 139494
14 9 279828
15 16 246679
14 3 162774
8 4 11223
17 4 99693
6 12 19238
8 2 130908
7 14 262011
13 11 391439
6 8 147509
7 4 117951
3 6 162469
10 5 395496
15 10 399958
16 3 320534
17 5 38034
14 11 217243
8 13 322010
14 6 61196
4 3 127055
16 2 239691
17 6 123664
18 4 20267
13 1 393014
2 7 239596
18 1 140902
12 18 119227
2 13 392907
9 1 177328
4 15 21734
14 18 138770
11 17 157899
7 18 123241
6 4 158732
17 15 106450
2 12 2637
7 12 236959
6 7 217721
3 9 247846
10 7 333616
7 1 155533
13 17 331538
5 1 99510
16 4 239922
8 9 132014
15 18 27024
9 13 454024
2 11 200337
11 1 200301
17 10 357462
13 5 312435
7 15 96217
16 14 279012
2 4 142131
8 12 128271
2 9 258207
15 14 165794
8 18 9044
6 16 217816
10 6 481126
14 13 409813
6 5 97073
3 15 133812
10 8 381978
11 8 69429
3 10 460892
1 14 123384
5 14 97378
1 6 62188
10 13 329520
12 16 237054
1 12 81426
7 5 164633
3 7 159712
14 12 41958
3 2 145868
7 13 436207
17 8 88470
13 12 390270
11 15 51449
15 13 339990
16 7 311161
13 4 333233
3 5 65396
2 14 44595
9 4 143237
5 15 68416
5 2 80472
6 9 236332
7 17 202667
10 12 473331
5 4 61659
1 16 155628
1 4 161169
Case #219: Impossible
Case #220: 18
11 7 633990
22 18 629158
7 8 566829
13 6 849137
16 21 825807
22 5 118246
2 14 627425
14 19 290339
20 12 220113
1 7 993292
17 5 603404
1 8 865900
9 2 722308
4 1 512292
25 9 448259
3 6 504568
8 6 143282
14 18 612260
Case #221: 316
13 18 195343
22 34 195854
4 14 222297
32 21 109373
21 18 177647
